propertyName1,propertyName1_link,propertyName2,propertyName3
Apple iPhone 14 Pro Max (128 GB) - Gold,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-Pro-128GB-Gold/dp/B0BDJKL7KY?ref_=ast_sto_dp&th=1&psc=1,"1,27,999",301
Apple iPhone 14 Pro Max (1 TB) - Gold,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-Pro-Max-Gold/dp/B0BDJPZ4RC?ref_=ast_sto_dp&th=1&psc=1,"1,89,900",301
Apple iPhone 14 Pro Max (256 GB) - Gold,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-Pro-256GB-Gold/dp/B0BDK63WMS?ref_=ast_sto_dp&th=1&psc=1,"1,49,900",301
Apple iPhone 14 Pro Max (128 GB) - Silver,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-Pro-128GB-Silver/dp/B0BDJPYT2J?ref_=ast_sto_dp&th=1&psc=1,"1,27,999",301
Apple iPhone 14 Pro Max (1 TB) - Silver,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-Pro-Max-Silver/dp/B0BDJJ5VF6?ref_=ast_sto_dp&th=1&psc=1,"1,89,900",301
Apple iPhone 14 Pro Max (256 GB) - Silver,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-Pro-256GB-Silver/dp/B0BDJHC1VV?ref_=ast_sto_dp&th=1&psc=1,"1,49,900",301
Apple iPhone 14 Pro Max (512 GB) - Silver,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-Pro-512GB-Silver/dp/B0BDJJDX3C?ref_=ast_sto_dp&th=1&psc=1,"1,69,900",301
Apple iPhone 14 Pro Max (128 GB) - Space Black,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-128GB-Space-Black/dp/B0BDJ22G36?ref_=ast_sto_dp&th=1&psc=1,"1,27,999",301
Apple iPhone 14 Pro Max (1 TB) - Space Black,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-Pro-Space-Black/dp/B0BDJJLDYZ?ref_=ast_sto_dp,"1,89,900",7
Apple iPhone 14 Pro Max (256 GB) - Space Black,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-256GB-Space-Black/dp/B0BDJFZ11C?ref_=ast_sto_dp&th=1&psc=1,"1,49,900",301
Apple iPhone 14 Pro Max (512 GB) - Space Black,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-512GB-Space-Black/dp/B0BDJJ7X53?ref_=ast_sto_dp&th=1&psc=1,"1,69,900",301
Apple iPhone 14 (128 GB) - (Product) RED,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-128GB-Product-RED/dp/B0BDJVSDMY?ref_=ast_sto_dp&th=1&psc=1,"71,999",500
Apple iPhone 14 (256 GB) - (Product) RED,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-256GB-Product-RED/dp/B0BDJ3R6QW?ref_=ast_sto_dp&th=1&psc=1,"81,999",500
Apple iPhone 14 (512 GB) - (Product) RED,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-512GB-Product-RED/dp/B0BDHY3LFJ?ref_=ast_sto_dp&th=1&psc=1,"1,04,900",500
Apple iPhone 14 (128 GB) - Blue,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-14-128GB-Blue/dp/B0BDK62PDX?ref_=ast_sto_dp&th=1&psc=1,"71,999",500
Apple iPhone 14 (256 GB) - Blue,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-14-256GB-Blue/dp/B0BDJ1B1CS?ref_=ast_sto_dp&th=1&psc=1,"81,999",500
Apple iPhone 14 (512 GB) - Blue,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-14-512GB-Blue/dp/B0BDJH3V3Q?ref_=ast_sto_dp&th=1&psc=1,"1,01,999",500
Apple iPhone 14 (128 GB) - Midnight,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-14-128GB-Midnight/dp/B0BDHX8Z63?ref_=ast_sto_dp&th=1&psc=1,"71,999",500
Apple iPhone 14 (128 GB) - Purple,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-14-128GB-Purple/dp/B0BDJ213TX?ref_=ast_sto_dp&th=1&psc=1,"74,900",500
Apple iPhone 14 (256 GB) - Purple,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-14-256GB-Purple/dp/B0BDJB5KHG?ref_=ast_sto_dp&th=1&psc=1,"81,999",500
Apple iPhone 14 (512 GB) - Purple,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-14-512GB-Purple/dp/B0BDJYHP2H?ref_=ast_sto_dp&th=1&psc=1,"1,01,999",500
Apple iPhone 14 (128 GB) - Starlight,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-14-128GB-Starlight/dp/B0BDK8LKPJ?ref_=ast_sto_dp&th=1&psc=1,"71,999",500
Apple iPhone 14 (512 GB) - Starlight,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-14-512GB-Starlight/dp/B0BDJBXLSJ?ref_=ast_sto_dp&th=1&psc=1,"1,01,999",500
Apple iPhone 13 (128GB) - Green,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-13-128GB-Green/dp/B09V4B6K53?ref_=ast_sto_dp&th=1&psc=1,"60,499","13,973"
Apple iPhone 13 Mini (128 GB) - Green,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-13-Mini-128/dp/B09V44LTTQ?ref_=ast_sto_dp&th=1&psc=1,"61,999","1,674"
Apple iPhone 13 Mini (512 GB) - Green,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-13-Mini-512/dp/B09V44HD84?ref_=ast_sto_dp&th=1&psc=1,"89,999","1,674"
Apple iPhone 13 Mini (256 GB) - Green,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-13-Mini-256/dp/B09V4FZN1L?ref_=ast_sto_dp&th=1&psc=1,"74,900","1,674"
Apple iPhone SE (64 GB) - Midnight (3rd Generation),https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-SE-64-Generation/dp/B09V44MF6K?ref_=ast_sto_dp&th=1&psc=1,"49,900",275
Apple iPhone SE (128 GB) - Starlight (3rd Generation),https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-128-Starlight-Generation/dp/B09V44M2JC?ref_=ast_sto_dp&th=1&psc=1,"54,900",275
Apple iPhone SE (64 GB) - Starlight (3rd Generation),https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-SE-Starlight-Generation/dp/B09V4C4DBR?ref_=ast_sto_dp&th=1&psc=1,"49,900",275
Apple iPhone 13 (512GB) - Starlight,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-13-512GB-Starlight/dp/B09G99B791?ref_=ast_sto_dp&th=1&psc=1,"85,999","13,973"
Apple iPhone 13 Mini (128GB) - (Product) RED,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-13-Mini-128GB/dp/B09G99WQVX?ref_=ast_sto_dp&th=1&psc=1,"64,900","1,674"
Apple iPhone 13 Mini (128GB) - Blue,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-13-Mini-128GB/dp/B09G99NBNQ?ref_=ast_sto_dp&th=1&psc=1,"64,900","1,674"
Apple iPhone 13 Mini (128GB) - Midnight,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-13-Mini-128GB/dp/B09G9FNN4X?ref_=ast_sto_dp&th=1&psc=1,"64,900","1,674"
Apple iPhone 13 Mini (128GB) - Starlight,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-Mini-128GB-Starlight/dp/B09G91Q79X?ref_=ast_sto_dp&th=1&psc=1,"64,900","1,674"
Apple iPhone 13 Mini (256GB) - (Product) RED,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-13-Mini-256GB/dp/B09G99T5ZH?ref_=ast_sto_dp&th=1&psc=1,"74,900","1,674"
Apple iPhone 13 Mini (256GB) - Midnight,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-13-Mini-256GB/dp/B09G995NMD?ref_=ast_sto_dp&th=1&psc=1,"74,900","1,674"
Apple iPhone 13 Mini (256GB) - Pink,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-13-Mini-256GB/dp/B09G9BJK4X?ref_=ast_sto_dp&th=1&psc=1,"71,999","1,674"
Apple iPhone 13 Mini (256GB) - Starlight,https://www.amazon.in/stores/page/9505ACAA-EF13-4AE6-AB5E-F14749A7822E?ingress=2&visitId=1475566b-25e8-49d9-aacf-ce49b080321a&ref_=ast_bln/Apple-iPhone-Plus-256GB-Starlight/dp/B0BDHXT4B5?ref_=ast_sto_dp&th=1&psc=1/Apple-iPhone-Mini-256GB-Starlight/dp/B09G9G9C2K?ref_=ast_sto_dp&th=1&psc=1,"74,900","1,674"
